price,location,baths,area,bedrooms
9005000,Fazaia Housing Scheme,4,11 Marla,4
49000000,Civil Lines,3,10.2 Marla,3
60000000,Civil Lines,5,13.3 Marla,5
12500000,DHA Defence,3,4 Marla,3
23000000,Civil Lines,2,7.4 Marla,2
45000000,Civil Lines,5,11.6 Marla,5
52500000,Civil Lines,3,8 Marla,3
60000000,Civil Lines,5,11.6 Marla,5
50000000,Civil Lines,4,11.6 Marla,4
47500000,Civil Lines,4,8.9 Marla,4
110000000,DHA Defence,4,1 Kanal,4
2800000,Liaquatabad,2,2.2 Marla,3
5000000,Gulshan-e-Iqbal Town,2,3.8 Marla,2
74000000,DHA Defence,6,1 Kanal,6
13200000,North Karachi,6,4.8 Marla,8
4750000,Suparco Road,2,4 Marla,2
16000000,Hill Park,3,7.6 Marla,3
2700000,Gadap Town,2,3.3 Marla,2
11000000,Gizri,2,4.4 Marla,4
15300000,Gulistan-e-Jauhar,4,10 Marla,4
2650000,Orangi Town,2,2.4 Marla,4
15300000,Gulistan-e-Jauhar,4,10 Marla,5
15300000,Gulistan-e-Jauhar,4,9 Marla,5
20000000,Abul Hassan Isphani Road,2,4.8 Marla,2
15000000,Scheme 33,5,4.8 Marla,5
2900000,North Karachi,2,2.9 Marla,2
17000000,North Karachi,4,4.8 Marla,4
20000000,North Nazimabad,4,4.8 Marla,4
16000000,North Karachi,4,4.8 Marla,4
15000000,North Karachi,4,4.8 Marla,4
88500000,DHA Defence,4,16 Marla,4
102500000,DHA Defence,5,1 Kanal,5
5200000,DHA Defence,2,2 Marla,2
9500000,Bahria Town Karachi,3,8 Marla,3
9800000,Gadap Town,4,4.8 Marla,4
3800000,Gadap Town,2,2.9 Marla,2
3400000,Gadap Town,2,2.9 Marla,2
34000000,Gulshan-e-Iqbal Town,6,9.6 Marla,6
24000000,DHA Defence,3,7.8 Marla,3
23000000,North Nazimabad,3,8 Marla,7
5000000,Gulistan-e-Jauhar,2,4 Marla,2
120000000,Naval Housing Scheme,5,14 Marla,5
6,DHA Defence,4,6 Marla,4
89900000,DHA Defence,5,16 Marla,5
8500000,DHA Defence,2,4 Marla,2
305000000,DHA Defence,6,2 Kanal,7
87500000,DHA Defence,4,1 Kanal,4
5000000,Gulistan-e-Jauhar,2,3.8 Marla,2
13500000,Gulshan-e-Iqbal Town,4,9 Marla,4
7500000,Gulistan-e-Jauhar,2,4 Marla,2
13000000,Gulshan-e-Iqbal Town,3,6.4 Marla,3
7000000,Gulistan-e-Jauhar,3,6 Marla,3
7500000,Gadap Town,2,4.8 Marla,2
8500000,Clifton,2,4.4 Marla,2
5800000,Korangi,2,3.4 Marla,2
40000000,Jamshed Road,6,6.8 Marla,7
6850000,Federal B Area,3,4.8 Marla,3
3800000,North Karachi,2,2.9 Marla,3
52500000,Hill Park,5,9.6 Marla,5
2600000,Federal B Area,1,2.2 Marla,2
9000000,Gadap Town,4,4.8 Marla,4
17000000,Clifton,3,7.1 Marla,3
9000000,Scheme 33,3,16 Marla,3
6650000,Saadi Road,2,5.8 Marla,2
13000000,Saadi Road,4,4.8 Marla,4
23000000,Nazimabad,5,12.6 Marla,6
5000000,North Karachi,1,2.4 Marla,1
57500000,North Nazimabad,6,12.5 Marla,6
3500000,North Karachi,2,3.2 Marla,2
38000000,Cantt,4,12 Marla,4
67000000,Cantt,5,1 Kanal,5
6900000,Anda Mor Road,3,5.3 Marla,3
55000000,Jamshed Town,10,12 Marla,11
8700000,Gulistan-e-Jauhar,4,2.4 Marla,4
9500000,Saima Luxury Homes,3,6.4 Marla,3
47500000,Jamshed Town,4,11.1 Marla,4
60000000,DHA Defence,4,12 Marla,4
21500000,Clifton,2,5.3 Marla,2
21500000,North Karachi,6,8.8 Marla,8
3500000,Nazimabad,2,2.7 Marla,2
14000000,Korangi,4,4.8 Marla,5
12000000,Federal B Area,3,5.8 Marla,3
2500000,Liaquatabad,2,2.6 Marla,2
21500000,Gulshan-e-Iqbal Town,3,7 Marla,3
28000000,Numaish Chowrangi,4,9.8 Marla,4
75000000,DHA Defence,4,1 Kanal,4
85000000,DHA Defence,5,1 Kanal,5
35000000,Gulistan-e-Jauhar,6,9.6 Marla,6
8,DHA Defence,5,1 Kanal,5
105000000,DHA Defence,5,1 Kanal,5
18500000,Gulshan-e-Iqbal Town,4,6.9 Marla,4
16000000,North Karachi,4,4.8 Marla,4
22500000,Malir,3,9.6 Marla,3
6600000,Shah Faisal Town,3,4.9 Marla,3
23000000,Korangi,7,8 Marla,8
3000000,Gadap Town,2,3.2 Marla,3
8800000,North Karachi,4,3.2 Marla,4
33000000,Scheme 33,7,16 Marla,8
9500000,Gulistan-e-Jauhar,2,5.8 Marla,2
41000000,Clifton,3,8.1 Marla,3
5700000,North Karachi,4,2.4 Marla,4
17500000,Scheme 33,6,4.8 Marla,6
150000000,DHA Defence,6,2 Kanal,6
9800000,Gadap Town,3,6.4 Marla,3
112500000,DHA Defence,6,1 Kanal,6
6200000,Gadap Town,5,3.4 Marla,5
93500000,DHA Defence,5,12 Marla,5
27500000,Gulistan-e-Jauhar,6,9.6 Marla,6
135000000,DHA Defence,5,1 Kanal,5
21000000,Clifton,3,8 Marla,4
9700000,Rashid Minhas Road,2,4.8 Marla,3
10000000,Gizri Road,2,3.2 Marla,2
6500000,Cantt,2,3.8 Marla,2
26500000,Malir,5,8.6 Marla,5
110000000,DHA Defence,4,1 Kanal,4
3500000,North Karachi,2,3.4 Marla,4
5900000,Nazimabad,3,4.3 Marla,3
112500000,DHA Defence,6,1 Kanal,6
112500000,DHA Defence,6,1 Kanal,6
3800000,Rashid Minhas Road,2,3.3 Marla,2
8300000,North Karachi,3,4.8 Marla,3
110000000,DHA Defence,6,1 Kanal,6
23000000,Gulshan-e-Iqbal Town,3,8 Marla,3
13000000,Gulshan-e-Iqbal Town,3,7.1 Marla,3
20000000,Gulshan-e-Iqbal Town,4,8.9 Marla,4
25000000,Gulshan-e-Iqbal Town,4,8.9 Marla,4
4500000,Shahrah-e-Pakistan,2,4.4 Marla,2
57000000,Cantt,4,1 Kanal,4
38000000,Federal B Area,4,16 Marla,5
1400000,Delhi Colony,1,2.2 Marla,1
36500000,Gulshan-e-Iqbal Town,8,9.6 Marla,8
19000000,Gulshan-e-Iqbal Town,3,10.7 Marla,3
15000000,Gulshan-e-Iqbal Town,4,4.4 Marla,4
90000000,Gulshan-e-Iqbal Town,10,1.2 Kanal,10
4800000,Gulistan-e-Jauhar,2,4.9 Marla,3
9000000,Korangi,6,4.8 Marla,11
18000000,Nazimabad,6,5.3 Marla,8
2800000,Gulshan-e-Iqbal Town,1,2.6 Marla,2
20000000,Gulshan-e-Iqbal Town,7,6.2 Marla,7
19000000,Clifton,3,11.1 Marla,3
6000000,Federal B Area,2,3.3 Marla,2
7200000,North Karachi,5,3.2 Marla,6
12000000,Federal B Area,3,6.7 Marla,3
4500000,Gulshan-e-Iqbal Town,2,4.2 Marla,2
16000000,DHA Defence,3,8.9 Marla,3
7000000,Gulistan-e-Jauhar,2,4.2 Marla,2
45000000,KDA Scheme 1,3,10 Marla,4
15000000,Punjab Chowrangi,4,16 Marla,5
8500000,Federal B Area,2,4.8 Marla,2
23500000,Gadap Town,3,16 Marla,3
11500000,North Nazimabad,3,6.9 Marla,3
17000000,North Nazimabad,4,12 Marla,4
12500000,North Nazimabad,3,6.9 Marla,3
17000000,North Nazimabad,3,6.9 Marla,3
8500000,North Nazimabad,2,4.9 Marla,2
42500000,Chapal Skymark,6,10 Marla,6
6800000,Malir,3,5.2 Marla,3
62500000,North Nazimabad,3,1 Kanal,3
20500000,Garden West,3,5.8 Marla,3
100000000,Jamshed Town,3,1.4 Kanal,3
5000000,North Karachi,3,4.8 Marla,4
8000000,DHA Defence,2,4.2 Marla,2
37000000,Gulistan-e-Jauhar,6,9.6 Marla,8
8500000,Gulshan-e-Iqbal Town,3,5.9 Marla,4
37500000,North Nazimabad,3,9.6 Marla,3
17500000,North Nazimabad,3,15.6 Marla,3
12000000,DHA Defence,3,5.3 Marla,3
2900000,Jamshed Road,2,2.2 Marla,2
5500000,Scheme 33,2,4.4 Marla,2
37500000,Khaliq-uz-Zaman Road,3,8 Marla,3
5500000,North Karachi,3,5.1 Marla,3
60000000,Jamshed Town,6,12 Marla,6
14000000,North Nazimabad,3,8.6 Marla,3
36000000,Gulistan-e-Jauhar,6,16 Marla,8
42500000,North Nazimabad,6,9.3 Marla,6
6642000,Fazaia Housing Scheme,3,5 Marla,3
6500000,University Road,2,3.3 Marla,3
45000000,North Nazimabad,6,9.3 Marla,6
70000000,North Nazimabad,5,1.2 Kanal,10
6200000,North Karachi,2,1.9 Kanal,2
16000000,Jamshed Town,2,4.2 Marla,2
15000000,Baloch Colony,3,5.1 Marla,3
16000000,Federal B Area,3,8.1 Marla,3
3000000,North Karachi,2,4.4 Marla,3
16500000,Jinnah Avenue,3,5 Marla,3
20000000,Naya Nazimabad,4,9.6 Marla,4
1500000,Gadap Town,2,2.4 Marla,2
4000000,North Karachi,2,3.8 Marla,2
102500000,KDA Scheme 1,5,14 Marla,5
27000000,North Nazimabad,4,8 Marla,4
1650000,Gulshan-e-Iqbal Town,2,2.9 Marla,2
3200000,Gulistan-e-Jauhar,2,3.1 Marla,2
14300000,Naya Nazimabad,2,9.6 Marla,2
9700000,Gulshan-e-Iqbal Town,2,4.8 Marla,2
8000000,North Karachi,4,3.2 Marla,6
8800000,New Karachi,5,3.2 Marla,6
32500000,DHA Defence,3,4 Marla,3
9900000,Gulshan-e-Iqbal Town,2,4.2 Marla,2
3700000,Gulshan-e-Iqbal Town,2,2.5 Marla,2
6500000,North Nazimabad,2,4.4 Marla,2
15000000,Aisha Manzil,3,5.6 Marla,3
32000000,Gulshan-e-Iqbal Town,6,9.6 Marla,6
7500000,Gulshan-e-Iqbal Town,2,4 Marla,2
19000000,Bin Qasim Town,3,9.6 Marla,3
3700000,North Karachi,2,2.7 Marla,2
2500000,Baldia Town,2,2.4 Marla,2
5000000,University Road,2,3.6 Marla,2
17000000,Scheme 33,3,9.6 Marla,3
19000000,Clifton,3,9.8 Marla,4
16000000,Gadap Town,4,6 Marla,4
7000000,Sindh Industrial Trading Estate (SITE),2,5 Marla,3
30000000,Lalukhet,3,3.6 Marla,6
31000000,Clifton,3,8.9 Marla,3
5000000,North Karachi,2,4.8 Marla,4
6840000,Shadman 2,2,3.8 Marla,2
6500000,DHA Defence,2,4 Marla,2
22000000,DHA Defence,3,8 Marla,3
6840000,Shadman 2,2,3.8 Marla,2
32500000,DHA Defence,3,8.9 Marla,3
87500000,DHA Defence,5,1 Kanal,5
12200000,Bahria Town Karachi,3,8 Marla,3
12000000,DHA Defence,3,4.7 Marla,3
12500000,Gulshan-e-Iqbal Town,3,5.3 Marla,3
8000000,Abul Hassan Isphani Road,3,6.7 Marla,3
2700000,Gadap Town,2,3.1 Marla,2
25000000,Gulshan-e-Iqbal Town,3,8 Marla,3
6500000,DHA Defence,2,2 Marla,2
58000000,Malir,4,14 Marla,4
23500000,DHA Defence,3,7.8 Marla,3
67500000,Malir,5,1 Kanal,5
42500000,Cantt,3,10.2 Marla,3
4000000,Korangi,2,3.3 Marla,3
30000000,Shaheed Millat Road,3,8 Marla,3
12500000,Nazimabad,3,6 Marla,3
117500000,DHA Defence,5,1 Kanal,5
180000000,DHA Defence,6,1.2 Kanal,6
180000000,DHA Defence,6,1.2 Kanal,6
20000000,Bahria Town Karachi,3,8 Marla,3
32500000,Khalid Bin Walid Road,4,13.3 Marla,4
9000000,Landhi,3,5.6 Marla,4
35000000,Gulberg Town,5,8 Marla,6
11100000,Shaheed Millat Road,1,3.2 Marla,2
35000000,Gulistan-e-Jauhar,6,9.6 Marla,6
26500000,Nazimabad,4,8.6 Marla,6
110000000,DHA Defence,5,1 Kanal,5
240000000,DHA Defence,6,2 Kanal,6
290000000,DHA Defence,6,2 Kanal,6
285000000,DHA Defence,6,2 Kanal,6
52500000,DHA Defence,4,12 Marla,4
26000000,Scheme 33,6,9.6 Marla,6
22500000,Jamshed Town,5,6 Marla,5
12500000,Gulistan-e-Jauhar,3,10 Marla,3
20000000,Gulshan-e-Iqbal Town,3,7.3 Marla,3
2000000,Baldia Town,2,3.2 Marla,3
1600000,Gulistan-e-Jauhar,1,2 Marla,1
11500000,Gulistan-e-Jauhar,3,5.5 Marla,3
26500000,Gulistan-e-Jauhar,3,8 Marla,3
20000000,North Nazimabad,6,4.8 Marla,8
4500000,Liaquatabad,2,2.4 Marla,2
7500000,Khudadad Colony,2,3 Marla,2
1000000,Gulistan-e-Jauhar,1,1.3 Marla,1
8500000,North Karachi,2,3.2 Marla,4
17400000,Gulshan-e-Iqbal Town,3,6.7 Marla,3
3300000,Gulistan-e-Jauhar,2,3.6 Marla,2
23500000,Gadap Town,6,9.6 Marla,6
10000000,Malir,3,4.8 Marla,3
9500000,Saima Luxury Homes,3,6.4 Marla,3
4000000,Gulistan-e-Jauhar,3,4.8 Marla,3
17500000,Gulshan-e-Iqbal Town,2,6 Marla,3
24500000,Jamshed Town,3,8 Marla,3
8500000,Scheme 33,3,5.3 Marla,3
7000000,Baldia Town,3,4.8 Marla,4
38000000,North Nazimabad,6,9.5 Marla,6
9000000,North Nazimabad,2,4 Marla,2
41000000,North Nazimabad,6,16 Marla,6
40000000,North Nazimabad,6,10.2 Marla,6
6500000,M. A. Jinnah Road,3,5.6 Marla,3
9500000,Gulistan-e-Jauhar,3,5.3 Marla,3
50000000,Bath Island,3,11.1 Marla,3
7500000,DHA Defence,2,4.7 Marla,2
6770000,Shadman 2,2,3.8 Marla,2
4500000,Nazimabad,2,4.4 Marla,3
20000000,Clifton,3,7.6 Marla,3
35000000,Clifton,3,10.7 Marla,3
11000000,DHA Defence,4,4 Marla,4
40000000,North Karachi,7,16 Marla,8
5700000,North Karachi,4,2.4 Marla,4
6100000,Suparco Road,2,4.7 Marla,2
4650000,Gadap Town,2,4.8 Marla,2
7000000,Saadi Road,2,4.8 Marla,2
5000000,North Karachi,3,3.8 Marla,3
29000000,Cantt,3,11 Marla,3
5500000,Jinnah Avenue,2,3.3 Marla,2
7000000,Gulshan-e-Iqbal Town,2,3.6 Marla,2
7000000,Gulshan-e-Iqbal Town,2,3.6 Marla,2
5500000,Gulshan-e-Iqbal Town,2,2.9 Marla,2
5500000,Gulshan-e-Iqbal Town,2,2.7 Marla,2
5500000,Gulshan-e-Iqbal Town,2,2.7 Marla,2
3600000,University Road,2,3 Marla,2
35000000,Gulshan-e-Iqbal Town,3,6.4 Marla,3
28000000,Nazimabad,4,8.6 Marla,5
5500000,Abul Hassan Isphani Road,2,4 Marla,2
26000000,Frere Town,3,7.3 Marla,3
11000000,DHA Defence,2,6.6 Marla,2
57500000,Nazimabad,6,18 Marla,7
10500000,Rashid Minhas Road,3,7.3 Marla,3
5500000,Gulshan-e-Iqbal Town,2,2.9 Marla,2
65000000,Cantt,5,17.1 Marla,5
68000000,Cantt,5,1 Kanal,5
45500000,Bath Island,3,9.3 Marla,3
40000000,DHA Defence,4,4.8 Marla,4
10000000,Aisha Manzil,2,5.1 Marla,2
9200000,Gulshan-e-Iqbal Town,3,5.8 Marla,3
8600000,Nazimabad,3,4.7 Marla,3
5200000,Bahria Town Karachi,2,4.2 Marla,2
185000000,DHA Defence,6,1.2 Kanal,6
8500000,New Karachi,2,3.2 Marla,2
40000000,Jamshed Town,4,12 Marla,4
15000000,Gulshan-e-Iqbal Town,3,8.4 Marla,3
9000000,Gulistan-e-Jauhar,3,6.7 Marla,5
11000000,Bahria Town Karachi,3,8 Marla,3
22000000,Scheme 33,1,9.6 Marla,3
25000000,Korangi,3,8 Marla,3
5600000,Gulshan-e-Iqbal Town,2,3.1 Marla,3
14000000,Gulistan-e-Jauhar,3,6.7 Marla,3
45000000,Gulshan-e-Iqbal Town,3,11.1 Marla,4
12000000,DHA Defence,3,4.9 Marla,3
70000000,DHA Defence,1,13.3 Marla,1
80000000,University Road,6,1.2 Kanal,8
9500000,Jamshed Town,4,3.2 Marla,7
7000000,Gulistan-e-Jauhar,3,4.9 Marla,3
20000000,Gadap Town,6,8 Marla,6
22000000,North Karachi,6,5.2 Marla,6
19500000,Khalid Bin Walid Road,4,6 Marla,4
7200000,Federal B Area,2,3.6 Marla,2
61000000,DHA Defence,4,12 Marla,4
110000000,DHA Defence,6,1 Kanal,6
4500000,North Nazimabad,2,4 Marla,2
4500000,North Nazimabad,2,3.2 Marla,2
4000000,North Nazimabad,2,3.2 Marla,2
4100000,North Nazimabad,2,3.2 Marla,2
4000000,North Nazimabad,2,3.2 Marla,2
4200000,North Nazimabad,2,3.2 Marla,2
4300000,North Nazimabad,2,3.2 Marla,2
4500000,North Nazimabad,2,3.2 Marla,2
7500000,North Nazimabad,3,6 Marla,3
4500000,North Nazimabad,2,4 Marla,2
4500000,North Nazimabad,2,4 Marla,2
4500000,North Nazimabad,2,4 Marla,2
4500000,North Nazimabad,2,4 Marla,2
4500000,North Nazimabad,2,4 Marla,2
6900000,Gulshan-e-Iqbal Town,2,4 Marla,2
19500000,Clifton,3,8 Marla,3
17500000,North Karachi,5,4.8 Marla,6
10000000,Gulistan-e-Jauhar,2,3.2 Marla,2
7400000,North Karachi,4,4.8 Marla,7
2300000,Jamshed Town,1,1.9 Marla,1
9800000,Gulistan-e-Jauhar,3,6.7 Marla,3
8400000,Fazaia Housing Scheme,3,9.8 Marla,3
9000000,Jamshed Town,2,3.6 Marla,2
3600000,Federal B Area,2,3.1 Marla,2
2900000,Bahria Town Karachi,2,3.2 Marla,3
25000000,Federal B Area,10,4.8 Marla,11
35000000,Korangi,6,9.6 Marla,6
5700000,Gadap Town,2,3.4 Marla,2
1200000,Lyari Expressway,2,3.2 Marla,2
25000000,North Nazimabad,6,9.3 Marla,10
3100000,Garden West,2,2.4 Marla,2
6000000,Gulistan-e-Jauhar,3,6 Marla,5
11500000,Gulistan-e-Jauhar,3,6.7 Marla,3
2000000,North Karachi,1,1.2 Marla,2
19500000,Korangi,5,4.8 Marla,6
2499000,Gadap Town,2,4 Marla,2
13200000,North Karachi,6,4.8 Marla,7
2200000,Bin Qasim Town,1,3.8 Marla,2
4200000,Gulistan-e-Jauhar,2,2.6 Marla,2
5500000,Shahra-e-Faisal,2,3.2 Marla,2
120000000,DHA Defence,5,1 Kanal,5
150000000,DHA Defence,6,1 Kanal,6
6000000,Gulistan-e-Jauhar,2,2.7 Marla,2
14000000,Scheme 33,3,4.8 Marla,3
120000000,DHA Defence,5,1 Kanal,5
7000000,Gulistan-e-Jauhar,3,6.4 Marla,3
3000000,Malir,2,3.2 Marla,2
37500000,Gulshan-e-Iqbal Town,3,12 Marla,3
36000000,Scheme 33,6,18 Marla,6
18500000,Naya Nazimabad,4,9.6 Marla,4
6500000,Nazimabad,2,4.4 Marla,2
6500000,Nazimabad,2,4.4 Marla,2
11500000,Nazimabad,3,6.3 Marla,3
11500000,Nazimabad,3,6.3 Marla,3
8000000,Gulistan-e-Jauhar,2,3.8 Marla,2
6000000,Gulistan-e-Jauhar,2,2.4 Marla,2
12000000,Gulistan-e-Jauhar,3,6.2 Marla,3
4600000,Gulistan-e-Jauhar,2,4.4 Marla,3
5000000,Gadap Town,3,3.6 Marla,3
6500000,DHA Defence,2,2.3 Marla,2
8700000,Gadap Town,4,4.8 Marla,4
5500000,Shah Faisal Town,2,4 Marla,4
10000000,Bin Qasim Town,9,4.8 Marla,9
11500000,Federal B Area,6,4.8 Marla,6
4500000,Gadap Road,3,6 Marla,3
46500000,Gulistan-e-Jauhar,8,16 Marla,8
11000000,Korangi,6,4.8 Marla,6
75000000,DHA Defence,4,12 Marla,4
4700000,Nazimabad,2,3.6 Marla,2
14300000,North Nazimabad,3,7.1 Marla,3
12500000,North Nazimabad,3,6 Marla,3
4400000,Malir,2,0 Marla,2
300000000,DHA Defence,6,4 Kanal,10
75000000,DHA Defence,5,12 Marla,5
7500000,Jinnah Avenue,2,3.8 Marla,2
4700000,Gulistan-e-Jauhar,2,4.9 Marla,2
17000000,Clifton,3,8 Marla,3
9000000,Gulshan-e-Iqbal Town,6,4.8 Marla,6
28000000,Scheme 33,4,8 Marla,4
180000000,DHA Defence,6,1.2 Kanal,6
1350000,Korangi,1,2.2 Marla,2
52500000,Shah Faisal Town,2,16.9 Marla,4
14000000,Nazimabad,5,8.9 Marla,5
6500000,Nazimabad,2,4.9 Marla,2
65000000,Scheme 33,3,8 Marla,4
9500000,Nazimabad,3,6.3 Marla,3
8000000,Nazimabad,2,5.3 Marla,2
7500000,Nazimabad,2,5.3 Marla,2
8500000,Nazimabad,2,5.3 Marla,2
6500000,Nazimabad,2,4.4 Marla,2
6500000,Nazimabad,2,4.4 Marla,2
6000000,Nazimabad,2,3.8 Marla,2
7500000,Nazimabad,2,5.6 Marla,2
7000000,Nazimabad,2,4.9 Marla,2
7000000,Nazimabad,2,4.9 Marla,2
25500000,Jamshed Town,4,7.6 Marla,4
8500000,Nazimabad,2,5.3 Marla,2
45000000,Khalid Bin Walid Road,4,16 Marla,4
79000000,DHA Defence,3,1 Kanal,3
11200000,Gulistan-e-Jauhar,3,10.7 Marla,3
8000000,Nazimabad,2,4.9 Marla,2
8000000,Nazimabad,2,4.9 Marla,2
22000000,Jamshed Town,2,7.2 Marla,2
10500000,Gulistan-e-Jauhar,3,7.3 Marla,3
13500000,North Nazimabad,5,3.2 Marla,7
4500000,North Nazimabad,2,3.4 Marla,2
2200000,Liaquatabad,1,1.8 Marla,2
15500000,Jamshed Town,3,7.6 Marla,3
7500000,North Nazimabad,2,3.6 Marla,2
3600000,Sakhi Hassan Chowrangi,1,2.6 Marla,2
39000000,APP Employees Co-operative Housing Society,6,16 Marla,8
11000000,Jamshed Road,2,5.1 Marla,3
8000000,Maskan Chowrangi,2,4.4 Marla,2
36500000,Gulshan-e-Iqbal Town,6,9.6 Marla,8
17000000,Shadman 2,3,4.8 Marla,3
4000000,Gadap Town,2,4.7 Marla,2
5800000,Gadap Town,3,5.6 Marla,3
3800000,Gadap Town,2,3.6 Marla,2
11000000,Gadap Town,3,7.6 Marla,3
5000000,Bin Qasim Town,2,4.3 Marla,2
18000000,Dastgir Colony,6,4.8 Marla,11
9500000,Gadap Town,3,6.4 Marla,3
5400000,Gadap Town,2,3.3 Marla,2
7500000,Gulshan-e-Iqbal Town,3,4 Marla,4
26000000,Bin Qasim Town,5,4.8 Marla,6
6200000,North Karachi,4,4.6 Marla,6
20000000,North Nazimabad,4,4.8 Marla,4
10500000,North Karachi,6,3.2 Marla,6
20000000,North Karachi,4,4.8 Marla,4
25000000,North Karachi,4,6.8 Marla,4
32000000,North Karachi,6,8.8 Marla,6
8500000,M. A. Jinnah Road,2,5.6 Marla,3
3500000,Jamshed Road,2,2.3 Marla,2
7000000,North Nazimabad,3,5.3 Marla,3
5500000,North Nazimabad,2,3.8 Marla,2
7000000,North Nazimabad,3,5.3 Marla,3
16000000,Scheme 33,4,5 Marla,4
7000000,Federal B Area,3,5.8 Marla,3
7500000,Federal B Area,3,5.8 Marla,3
7500000,Federal B Area,3,5.8 Marla,3
4500000,Federal B Area,1,3.6 Marla,2
120000000,Clifton,6,1 Kanal,6
3000000,Liaquatabad,2,2.8 Marla,3
2100000,Liaquatabad,2,2.3 Marla,2
11200000,Gulistan-e-Jauhar,2,5.8 Marla,2
20400000,Bahria Town Karachi,3,8 Marla,3
222000000,Shaheed Millat Road,10,1.8 Kanal,11
14000000,North Nazimabad,3,8 Marla,3
6000000,Gadap Town,4,3.4 Marla,6
12000000,Gulshan-e-Iqbal Town,3,6.4 Marla,3
4000000,Punjab Colony,2,2.9 Marla,3
15500000,Defence View Society,3,6.4 Marla,3
6000000,Korangi,4,2.4 Marla,4
13000000,Saddar Town,2,6.1 Marla,3
47000000,Jamshed Town,5,10 Marla,5
35000000,Shahra-e-Faisal,4,12 Marla,4
110000000,DHA Defence,5,1 Kanal,5
170000000,DHA Defence,5,2 Kanal,5
80000000,Gulshan-e-Iqbal Town,4,9.6 Marla,4
15000000,Gulshan-e-Iqbal Town,3,8 Marla,3
42500000,Jamshed Town,4,13.3 Marla,4
45000000,Jamshed Town,4,13.3 Marla,4
8600000,Gadap Town,4,6.4 Marla,5
5500000,North Nazimabad,2,4.4 Marla,2
8000000,Nazimabad,3,4 Marla,3
7500000,Shahra-e-Faisal,4,2.6 Marla,6
30000000,Jamshed Town,4,9.3 Marla,4
18500000,Gulberg Town,4,4.8 Marla,4
5500000,Gulshan-e-Iqbal Town,2,4 Marla,2
9500000,Clifton,2,6.2 Marla,2
5700000,Shahra-e-Faisal,2,4.6 Marla,2
35000000,Gulshan-e-Iqbal Town,2,9.6 Marla,3
55000000,DHA Defence,4,12 Marla,4
7500000,Shahra-e-Faisal,4,2.6 Marla,7
8000000,Gadap Town,3,4.8 Marla,3
100000000,Naval Housing Scheme,4,14 Marla,4
65000000,DHA Defence,4,12 Marla,4
6000000,Gulistan-e-Jauhar,3,6.4 Marla,3
9500000,North Karachi,3,4.8 Marla,3
4500000,North Nazimabad,2,3.6 Marla,2
75000000,DHA Defence,4,12 Marla,4
80000000,DHA Defence,5,1 Kanal,5
85000000,DHA Defence,6,1 Kanal,6
3000000,Liaquatabad,2,2.8 Marla,3
16000000,Nazimabad,4,8.6 Marla,4
11000000,Muslimabad Society,2,4.9 Marla,2
11500000,Defence Garden,2,4.7 Marla,2
12200000,Gulistan-e-Jauhar,3,5.3 Marla,3
13000000,Jamshed Road,3,8 Marla,3
8500000,Nazimabad,3,5.2 Marla,3
2800000,Federal B Area,1,1.5 Marla,1
3800000,Gulshan-e-Iqbal Town,2,3.3 Marla,2
49000000,Gulistan-e-Jauhar,6,16 Marla,6
23500000,North Nazimabad,4,4.8 Marla,4
16500000,North Nazimabad,4,4.8 Marla,4
110000000,DHA Defence,6,1 Kanal,6
6000000,DHA Defence,2,2.2 Marla,2
10000000,Jamshed Town,2,3.8 Marla,2
115000000,DHA Defence,5,1 Kanal,5
6500000,Defence View Society,3,4 Marla,3
4100000,Malir,3,2.8 Marla,4
5500000,DHA Defence,2,4.2 Marla,2
110000000,Gulshan-e-Iqbal Town,6,16 Marla,6
4650000,Korangi,2,3.2 Marla,2
24000000,Cantt,2,6.7 Marla,2
11500000,Gadap Town,4,6.6 Marla,4
85500000,Gulshan-e-Iqbal Town,6,1 Kanal,7
5500000,Nazimabad,3,4.4 Marla,3
42500000,Shaheed Millat Road,4,9.3 Marla,4
16500000,Khalid Bin Walid Road,2,5.3 Marla,2
6000000,Shah Faisal Town,3,4.4 Marla,3
11000000,Gulistan-e-Jauhar,2,7.1 Marla,4
34000000,Gulshan-e-Iqbal Town,6,9.6 Marla,6
9300000,Scheme 33,3,4.8 Marla,4
3800000,Malir,2,3.4 Marla,2
2800000,Gulshan-e-Iqbal Town,2,4 Marla,3
16800000,North Karachi,3,7.2 Marla,5
5500000,Gulshan-e-Iqbal Town,2,4.2 Marla,2
1600000,Gulistan-e-Jauhar,2,1.6 Marla,2
3200000,Gulistan-e-Jauhar,2,3.6 Marla,2
65000000,Gulshan-e-Iqbal Town,8,12.3 Marla,8
4000000,Gulistan-e-Jauhar,2,3 Marla,2
30000000,Clifton,3,10.7 Marla,5
7500000,Liaquatabad,1,3.2 Marla,2
3700000,Abul Hassan Isphani Road,2,2.4 Marla,2
3500000,Lyari Town,3,2 Marla,3
3700000,North Nazimabad,2,4 Marla,3
1000000,Lyari Expressway,2,3.2 Marla,2
45000000,Nazimabad,3,8.6 Marla,3
8500000,Nazimabad,3,4.7 Marla,3
22500000,North Nazimabad,4,12 Marla,4
220000000,DHA Defence,6,2 Kanal,6
12000000,Nazimabad,3,6 Marla,3
13600000,North Karachi,4,4.8 Marla,5
10000000,Gulshan-e-Iqbal Town,3,6.9 Marla,3
